Title,Rental_Price,Location,Beds,Baths,Super Built-up Area,Status,Furnished Status,Rental Value,Address,Furnishing,link,Balconies,Carpet Area,Project,Floor,Facing,Lift,Age Of Construction,Security Deposit,Landmarks,Flooring,Overlooking,Age of Construction,Water Availability,Status of Electricity,Price,Developer,Additional Rooms,Amenities,Price per sqft,Configuration,Tower & Unit,Balcony,Floors allowed for construction,Covered Parking,Lifts,Car parking,Authority Approval,Bed,Tower,Unit,Bath,Type of Ownership,RERA ID,Plot Area,Any Construction done,Boundary Wall,Transaction Type,Additional Features,Approved
"3 BHK 2250 Sq-ft Flat/Apartment  For Rent in Malabar Retreat,","₹45,000","Chharodi, Ahmedabad",3.0,3.0,,Immediately,Furnished,"₹45,000|₹3,000Monthly Maintenance","Malabar County, Chharodi, Ahmedabad - North, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-2250-Sq-ft-Multistorey-Apartment-FOR-Rent-Chharodi-in-Ahmedabad&id=4d423833333934343335,,1230sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹37/sqft,Malabar Retreat,5(Out of 13 Floors),East,2.0,,"₹90, 000","Near Sg highway, College, Temple, School, Uber",Normal Tiles/Kotah Stone,Main Road,5 to 10 years,24 Hours Available,No/Rare Powercut,₹ 2.10 Cr - ₹ 4.30 Cr,Ganesh Housing Corporation Ltd.,None of these,"Library,Kids play area,Service/Goods Lift,Vaastu Compliant,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Rain Water Harvesting,Lift,Power Back Up","₹ 5,400 - ₹ 11,900","4, 5 BHK Flats","1 Tower , 160 Units",1.0,,1.0,2.0,1 Covered,,,,,,,,,,,,,
3 BHK Flat 220 Sq-yrd For Rent in,"₹30,000","Paldi, Ahmedabad",3.0,2.0,,Immediately,Furnished,"₹30,000","Om Flat, Mahalaxmi Road, Paldi, Paldi, Ahmedabad - Central, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-220-Sq-yrd-Multistorey-Apartment-FOR-Rent-Paldi-in-Ahmedabad&id=4d423638383439303037,,180sqyrdsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹167/sqyrd,,1(Out of 4 Floors),East,,5 to 10 years,"₹60, 000",Mahalaxmi Maa Mandir,,Garden/Park,5 to 10 years,,,,,Store,,,,,1.0,,,,,,,,,,,,,,,,,
"3 BHK 2000 Sq-ft Flat/Apartment  For Rent in Sanskar Apartment,","₹40,000","Satellite, Ahmedabad",3.0,3.0,,Immediately,Unfurnished,"₹40,000","Sanskar, Satellite, Ahmedabad - West, Gujarat",Unfurnished,https://www.magicbricks.com/propertyDetails/3-BHK-2000-Sq-ft-Multistorey-Apartment-FOR-Rent-Satellite-in-Ahmedabad&id=4d423533363138343031,2.0,2000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹20/sqft,Sanskar Apartment,4(Out of 12 Floors),East,,5 to 10 years,"₹74, 000",flat for rent. 3 bhk semi furnish sanskar apt opp Shelby hospital satellite,Vitrified,"Garden/Park, Pool, Main Road",5 to 10 years,,,₹ 1.30 Cr - ₹ 2.0 Cr,,"Puja Room, Study, Store",,"₹ 6,500 - ₹ 10,000",3 BHK Flats,,,,,,,,,,,,Freehold,,,,,,,
Flat For Rent in,Call for Price,"Ahmedabad Cantonment, Ahmedabad",,,,Immediately,,,"Ahmedabad Cantonment, Ahmedabad - North, Gujarat",,https://www.magicbricks.com/propertyDetails/Multistorey-Apartment-FOR-Rent-Ahmedabad-Cantonment-in-Ahmedabad&id=4d423632373231393935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4 BHK  2700 Sq-ft For Rent in Pacifica The Meadows,","₹50,000","Sanathal, Ahmedabad",4.0,4.0,,Immediately,Furnished,"₹50,000","the meadows, Sanathal, Ahmedabad - South, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/4-BHK-2700-Sq-ft-Villa-FOR-Rent-Sanathal-in-Ahmedabad&id=4d423533353434313039,3.0,2700sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹19/sqft,,,East,,Less than 5 years,₹1.0 Lac,bunglwo for rent the meadows 4 bhk semi furnish opp sanad sarkhej highway sanathal,Vitrified,"Pool, Garden/Park, Main Road",Less than 5 years,24 Hours Available,No/Rare Powercut,₹ 2.57 Cr Onwards,,"Puja Room, Study, Store, Servant Room","Aesthetically designed landscape garden,Indoor Squash & Badminton Courts,Indoor Games Room,Kids play area,Jogging and Strolling Track,Piped Gas,DTH Television Facility,Laundry Service,Waste Disposal,Visitor Parking,Vaastu Compliant,Water Storage,Security,Reserved Parking,Park,Gymnasium,Club House,Power Back Up",,4 BHK Villas,,,,2.0,,"2 Covered, 1 Open",,,,", 317 Units",,,,,,,,,
"3 BHK 2115 Sq-ft Flat/Apartment  For Rent in Devnandan Heights,","₹35,000","Chandkheda, Ahmedabad",3.0,3.0,,Immediately,Furnished,"₹35,000|₹3,000Monthly Maintenance","Chandkheda, Ahmedabad, Chandkheda, Ahmedabad - North, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-2115-Sq-ft-Multistorey-Apartment-FOR-Rent-Chandkheda-in-Ahmedabad&id=4d423731393237313935,,2115sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹17/sqft,Devnandan Heights,3(Out of 10 Floors),,2.0,,"₹70, 000",3 bhk fully furnichar flat rent in new cg road opp market,"Ceramic Tiles, Mosaic","Garden/Park, Main Road",5 to 10 years,24 Hours Available,No/Rare Powercut,₹ 85.0 Lac - ₹ 1.01 Cr,Devnandan Builders Pvt. Ltd.,"Puja Room, Store","Fire Fighting Equipment,Kids Play Area,Flower Gardens,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Service/Goods Lift,Water Storage,Security,Reserved Parking,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 4,019 - ₹ 4,775",3 BHK Flats,"6 Towers , 144 Units",1.0,,1.0,2.0,1 Covered,,,,,,,,,,,,,
"2 BHK 1000 Sq-ft Flat/Apartment  For Rent in Goyal & Co Aakash Residency,","₹20,000","Shela, Ahmedabad",2.0,2.0,,Immediately,Unfurnished,"₹20,000","aakash residency shela, Shela, Ahmedabad - Ahmedabad Suburban, Gujarat",Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Shela-in-Ahmedabad&id=4d423533353435343537,,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹20/sqft,Goyal & Co Aakash Residency,9(Out of 14 Floors),East,2.0,,"₹40, 000",flat for rent aakash rensidensy 2 bhk semi furnish sp ring road shela,Vitrified,"Garden/Park, Pool, Main Road",Less than 5 years,24 Hours Available,No/Rare Powercut,₹ 41.1 Lac - ₹ 53.2 Lac,Goyal & Co and Hariyana Group,"Puja Room, Study, Store","Meditation Area,Kids Play Area,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Event Space & Amphitheatre,Outdoor Tennis Courts,DTH Television Facility,Maintenance Staff,Visitor Parking,Vaastu Compliant,Security,Reserved Parking,Gymnasium,Swimming Pool,Club House,Lift",,1 BHK Flats,"10 Towers , 1011 Units",1.0,,1.0,2.0,,,,,,,,,,,,,,
"3 BHK 1950 Sq-ft Flat/Apartment  For Rent in Binori Mable,","₹42,000","Prahlad Nagar, Ahmedabad",3.0,3.0,1950sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹22/sqft,Immediately,Semi-Furnished,"₹42,000|₹3,000Monthly Maintenance","Prahlad nagar, Prahlad Nagar, Ahmedabad - West, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1950-Sq-ft-Multistorey-Apartment-FOR-Rent-Prahlad-Nagar-in-Ahmedabad&id=4d423833353830323333,,,Binori Mable,8(Out of 13 Floors),East,2.0,,"₹84, 000",Prahlad nagar,Vitrified,Main Road,Less than 5 years,24 Hours Available,No/Rare Powercut,₹ 1.58 Cr - ₹ 3.18 Cr,Binori Infrastructure,Store,"Provision for power backup,Aesthetically designed landscape garden,Cycling & Jogging Track,Retail Boulevard (Retail Shops),Multipurpose Courts,Meditation Area,Kids Play Pool With Water Slides,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Event Space & Amphitheatre,Dance Studio,Concierge Services,Canopy Walk,Arts & Craft Studio,AEROBICS ROOM,Shopping center,Kids play area,CCTV Camera,Guest lobby in each floor,Solar Energy,Horticulture,Multipurpose Hall,All wooden flooring,AC in each room,Premium branded fittings,Grand Entrance lobby,Fingerprint Access,Large Open space,3 Tier Security System,Large Clubhouse,Located in the Heart of city,Health club with Steam / Jaccuzi,Theme based Architectures,Central AC,Earth quake resistant,High Ceiling,Skydeck,Sea facing,Pool with temperature control,Infinity Swimming Pool,Golf Course,Mini Cinema Theatre,Private jaccuzi,Private pool,Helipad,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,Intercom Facility,Private Terrace/Garden,Security,Park,Club House,Lift,Power Back Up","₹ 7,692 - ₹ 8,579",3 BHK Flats,"1 Tower , 59 Units",1.0,,1.0,2.0,,,,,,,,,,,,,,
2 BHK 1250 Sq-ft Flat/Apartment  For Rent in,"₹16,000","Ambawadi, Ahmedabad",2.0,2.0,1250sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹13/sqft,Immediately,Semi-Furnished,"₹16,000","Ambawadi, Ahmedabad - Central, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1250-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambawadi-in-Ahmedabad&id=4d423333383338323733,,,,3(Out of 5 Floors),,,Less than 5 years,,,,,Less than 5 years,,,,,,,,,,1.0,,1.0,,1 Covered,,,,,,,,,,,,,
"3 BHK 1416 Sq-ft Flat/Apartment  For Rent in Swati Florence,","₹50,000","South Bopal, Ahmedabad",3.0,3.0,,Immediately,Furnished,"₹50,000|₹4,000Monthly Maintenance","South Bopal, Ahmedabad, South Bopal, Ahmedabad - West, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1416-Sq-ft-Multistorey-Apartment-FOR-Rent-South-Bopal-in-Ahmedabad&id=4d423833353739383039,3.0,778sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹64/sqft,Swati Florence,3(Out of 3 Floors),East,4.0,,₹1.0 Lac,"Swati Florence, 3BHK located in South Bopal",Vitrified,"Garden/Park, Pool, Main Road",Less than 5 years,24 Hours Available,No/Rare Powercut,₹ 78.5 Lac - ₹ 81.8 Lac,Swati Procon,"Study, Store","Fire Fighting Equipment,Cycling & Jogging Track,Multipurpose Courts,Meditation Area,Kids Play Area,Indoor Games Room,Jogging and Strolling Track,Cafeteria/Food Court,Intercom Facility,Vaastu Compliant,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 4,953 - ₹ 6,228",3 BHK Flats,"3 Towers , 265 Units",,1.0,1.0,4.0,,,,,,,,,,,,,,
"3 BHK 1705 Sq-ft Flat/Apartment  For Rent in Goyal Orchid Whitefield,","₹45,000","Prahlad Nagar, Ahmedabad",3.0,3.0,,Immediately,Unfurnished,"₹45,000","orchid whitefield, Prahlad Nagar, Ahmedabad - West, Gujarat",Unfurnished,https://www.magicbricks.com/propertyDetails/3-BHK-1705-Sq-ft-Multistorey-Apartment-FOR-Rent-Prahlad-Nagar-in-Ahmedabad&id=4d423533353832373333,,1705sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹26/sqft,Goyal Orchid Whitefield,8(Out of 12 Floors),East,,,"₹70, 000",flat for rent 3 bhk fully furnish orchid white field opp palm green makarba Prahladnagar,Vitrified,"Garden/Park, Pool, Main Road",Less than 5 years,,,₹ 69.9 Lac - ₹ 1.11 Cr,Goyal & Co and Hariyana Group,"Puja Room, Study, Store","Cycling & Jogging Track,Outdoor Tennis Courts,Multipurpose Courts,Kids Play Area,Indoor Squash & Badminton Courts,Flower Gardens,Event Space & Amphitheatre,Outdoor Tennis Courts,Jogging and Strolling Track,Gymnasium,Swimming Pool,Club House","₹ 6,158 - ₹ 6,574","2, 3 BHK Flats","12 Towers , 576 Units",1.0,,,,,,,,,,Freehold,,,,,,,
"3 BHK 1500 Sq-ft Flat/Apartment  For Rent in Shilp Revanta,","₹25,000","Shela, Ahmedabad",3.0,3.0,,Immediately,Semi-Furnished,"₹25,000","Shela, Ahmedabad, Shela, Ahmedabad - Ahmedabad Suburban, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Rent-Shela-in-Ahmedabad&id=4d423832383031363035,3.0,674sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹37/sqft,Shilp Revanta,5(Out of 14 Floors),East,2.0,,"₹50, 000","Club O7 Rd, shilaj",Marble,Garden/Park,Less than 5 years,24 Hours Available,No/Rare Powercut,₹ 69.0 Lac Onwards,Shilp Group,Store,"Library And Business Centre,Indoor Games Room,Mini Cinema Theatre,Banquet Hall,Security,Gymnasium,Swimming Pool,Lift","₹ 3,750 - ₹ 20,000",3 BHK Flats,"13 Towers , 802 Units",,14.0,1.0,2.0,,,,,,,,,,,,,,
"3 BHK 2250 Sq-ft Flat/Apartment  For Rent in Sahajanand upscale,","₹60,000","Vastrapur, Ahmedabad",3.0,3.0,2250sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹27/sqft,Immediately,Furnished,"₹60,000|₹10,000Monthly Maintenance","Ahmedabad, Vastrapur, Ahmedabad - West, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-2250-Sq-ft-Multistorey-Apartment-FOR-Rent-Vastrapur-in-Ahmedabad&id=4d423738383533343533,,,Sahajanand upscale,2(Out of 10 Floors),East,2.0,,₹1.2 Lac,Very good property need to visist once,Vitrified,"Pool, Garden/Park, Main Road",New Construction,24 Hours Available,No/Rare Powercut,₹ 2.0 Cr Onwards,Sahajanand Infrastructure Pvt. Ltd.,Puja Room,"Fire Fighting Equipment,Kids Play Area,Indoor Games Room,Visitor Parking,Security,Reserved Parking,Gymnasium,Lift",,3 BHK Flats,"1 Tower , 40 Units",1.0,,,2.0,1 Open,,,,,,,,,,,,,
"4 BHK  2313 Sq-ft For Rent in Goyal Sky city Floris,","₹60,000","Shela, Ahmedabad",4.0,4.0,,Immediately,Unfurnished,"₹60,000","sky city opp aakash rensidensy flat sp ring road shela, Shela, Ahmedabad - Ahmedabad Suburban, Gujarat",Unfurnished,https://www.magicbricks.com/propertyDetails/4-BHK-2313-Sq-ft-Villa-FOR-Rent-Shela-in-Ahmedabad&id=4d423533353433353731,2.0,2313sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹26/sqft,,,East,,New Construction,₹1.2 Lac,bunglwo for rent flourish. sky city opp aakash rensidensy sp ring road Sheila,Vitrified,"Garden/Park, Pool, Main Road",New Construction,24 Hours Available,No/Rare Powercut,₹ 3.70 Cr - ₹ 6.82 Cr,,"Puja Room, Study, Store","Fire Fighting Equipment,Multipurpose Courts,Kids Play Pool With Water Slides,Kids Play Area,Event Space & Amphitheatre,Security,Gymnasium","₹ 10,714 - ₹ 11,294",4 BHK Villas,"1 Tower , 192 Units",,,1.0,,"1 Covered, 1 Open",,,,,,,,,,,,,
3 BHK  1950 Sq-ft For Rent in,"₹22,000","Sector 7 South Bopal, Ahmedabad",3.0,3.0,,Immediately,Semi-Furnished,"₹22,000","shivam 2 gala gym khana road, Sector 7 South Bopal, Ahmedabad - West, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1950-Sq-ft-Residential-House-FOR-Rent-Sector-7-South-Bopal-in-Ahmedabad&id=4d423739393439323537,2.0,1800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹12/sqft,,,East,,5 to 10 years,"₹50, 000",shivam 2 nr to aryan gloriya and gala gym khana road.,Ceramic Tiles,Main Road,5 to 10 years,24 Hours Available,No/Rare Powercut,,,Store,,,,,,1.0,1.0,,1 Covered,,,,,,,,,,,,,
"2 BHK Flat 1685 Sq-ft For Rent in Adarsh Tulip Skyview,","₹18,500","Narolgam, Ahmedabad",2.0,2.0,1685sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹11/sqft,Immediately,Semi-Furnished,"₹18,500|₹1,500Monthly Maintenance","B block Near Karnavati 6 near Pooja farm NAROL AHMEDABAD, Narolgam, Ahmedabad - South, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1685-Sq-ft-Multistorey-Apartment-FOR-Rent-Narolgam-in-Ahmedabad&id=4d423831393133353937,3.0,,Adarsh Tulip Skyview,Lower Basement(Out of 8 Floors),,,New Construction,"₹30, 000",Beside karnavati 6.,,"Garden/Park, Main Road",New Construction,,,₹ 44.0 Lac - ₹ 46.3 Lac,Adarsh Group,Store,"Community Hall,Fire Fighting Equipment,Shopping center,Kids play area,Private Garden,Entry Exit Gate,CCTV Camera,Garden View,Banquet Hall,Laundry Service,Maintenance Staff,Security,Reserved Parking,Park,Gymnasium,Club House,Rain Water Harvesting,Lift,Power Back Up",,"2, 3 BHK Flat","3 Towers , 361 Units",,,,,,,,,,,,,,,,,,
"3 BHK 1435 Sq-ft Flat/Apartment  For Rent in Vishwanath Sarathya,","₹23,000","Shela, Ahmedabad",3.0,3.0,,Immediately,Semi-Furnished,"₹23,000","sarathya shela, Shela, Ahmedabad - Ahmedabad Suburban, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1435-Sq-ft-Multistorey-Apartment-FOR-Rent-Shela-in-Ahmedabad&id=4d423533353435313733,,945sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹24/sqft,Vishwanath Sarathya,4(Out of 14 Floors),East,2.0,,"₹48, 000",rent sarathya tower 3 bhk semi furnish sp ring road shela,Vitrified,"Pool, Garden/Park, Main Road",Less than 5 years,24 Hours Available,No/Rare Powercut,₹ 74.3 Lac Onwards,Vishwanath Builders,"Puja Room, Study, Store","Fire Fighting Equipment,Multipurpose Courts,Library And Business Centre,Kids Play Area,Indoor Squash & Badminton Courts,Indoor Games Room,Event Space & Amphitheatre,Multipurpose Hall,Grand Entrance lobby,Bar/Lounge,Banquet Hall,Intercom Facility,Visitor Parking,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift","₹ 4,871 - ₹ 5,200",3 BHK Flats,"5 Towers , 240 Units",1.0,,1.0,2.0,,,,,,,,,,,,,,
"2 BHK 1410 Sq-ft Flat/Apartment  For Rent in Aaravi 119,","₹25,000","Shilaj, Ahmedabad",2.0,2.0,,Immediately,Semi-Furnished,"₹25,000|₹2,000Monthly Maintenance","Behind Shreeyam Lotus, Shilaj, South West, Ahmedabad, Shilaj, Ahmedabad - West, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1410-Sq-ft-Multistorey-Apartment-FOR-Rent-Shilaj-in-Ahmedabad&id=4d423833353830313935,,860sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹29/sqft,Aaravi 119,2(Out of 13 Floors),East,2.0,,"₹50, 000","Taj, sindhubhavan, sp ring road, shilaj circal, dps, hospital garden e.",Ceramic Tiles,Garden/Park,New Construction,24 Hours Available,No/Rare Powercut,₹ 63.5 Lac - ₹ 79.2 Lac,Aaravi Developers,Store,,"₹ 4,400 - ₹ 5,345","2, 3 BHK Flats","2 Towers , 161 Units",,1.0,1.0,2.0,,,,,,,,,,,,,,
"3 BHK 1435 Sq-ft Flat/Apartment  For Rent in Vishwanath Maher Homes 2 ,","₹26,500","Shela, Ahmedabad",3.0,3.0,,Immediately,Semi-Furnished,"₹26,500","Maher homes shela, Shela, Ahmedabad - Ahmedabad Suburban, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1435-Sq-ft-Multistorey-Apartment-FOR-Rent-Shela-in-Ahmedabad&id=4d423533353434393435,,1435sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹18/sqft,Vishwanath Maher Homes 2,11(Out of 14 Floors),East,2.0,,"₹53, 000",rent maher home 3 bhk semi furnish sp ring road shela,Vitrified,"Pool, Garden/Park, Main Road",Less than 5 years,24 Hours Available,No/Rare Powercut,₹ 64.3 Lac - ₹ 64.7 Lac,Vishwanath Builders,"Puja Room, Study, Store","Kids Play Area,Piped Gas,Security,Reserved Parking,Gymnasium,Club House,Lift","₹ 4,530 - ₹ 4,561",3 BHK Flats,"2 Towers , 112 Units",1.0,,1.0,2.0,,,,,,,,,,,,,,
"3 BHK 1966 Sq-ft Flat/Apartment  For Rent in Adani Archway,","₹32,000","Jagatpur, Ahmedabad",3.0,3.0,,Immediately,Unfurnished,"₹32,000|₹3Per sq. Unit Monthly Maintenance","Final Plot no. 19 Rev. Survey no. 131P of TP scheme no. 34, Ahmedabad City, Ahmedabad, Gujarat, Jagatpur, Ahmedabad - North, Gujarat",Unfurnished,https://www.magicbricks.com/propertyDetails/3-BHK-1966-Sq-ft-Multistorey-Apartment-FOR-Rent-Jagatpur-in-Ahmedabad&id=4d423833373531363037,2.0,1070sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹30/sqft,Adani Archway,5(Out of 15 Floors),North - East,2.0,,"₹64, 000",jagatpur,Ceramic Tiles,"Garden/Park, Pool, Main Road",Less than 5 years,24 Hours Available,No/Rare Powercut,₹ 1.68 Cr Onwards,Adani Realty,"Puja Room, Study, Store","Kids Splash Pool,Multipurpose Courts,Meditation Area,Indoor Games Room,Kids play area,Pet park,Barbeque space,Multipurpose Hall,Mini Cinema Theatre,Jogging and Strolling Track,Gymnasium,Swimming Pool,Club House","₹ 5,971 - ₹ 7,231","3, 4 BHK Flats","7 Towers , 280 Units",,15.0,1.0,2.0,,,,,,,,,,,,,,
"3 BHK 1500 Sq-ft Flat/Apartment  For Rent in Maher Homes,","₹25,500","Shela, Ahmedabad",3.0,2.0,,Immediately,Semi-Furnished,"₹25,500|₹1Monthly Maintenance","sarthya, Shela, Ahmedabad - Ahmedabad Suburban, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Rent-Shela-in-Ahmedabad&id=4d423533353233303933,,900sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹28/sqft,Maher Homes,9(Out of 12 Floors),East,2.0,,"₹51, 000",club 07,Vitrified,Main Road,New Construction,24 Hours Available,No/Rare Powercut,₹ 57.5 Lac - ₹ 73.7 Lac,Vishwanath Builders,Puja Room,"Fire Fighting Equipment,Kids Play Area,Indoor Games Room,Flower Gardens,Piped Gas,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Gymnasium,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 4,440 - ₹ 5,687",2 BHK Flats,"6 Towers , 448 Units",,,,2.0,1 Open,,,,,,,,,,,,,
"2 BHK 1305 Sq-ft Flat/Apartment  For Rent in KT Hrishikesh Kishor Park,","₹28,000","Vaishnodevi Circle, Ahmedabad",2.0,2.0,,Immediately,Furnished,"₹28,000","Vaishnodevi Circle, Ahmedabad, Vaishnodevi Circle, Ahmedabad - North, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1305-Sq-ft-Multistorey-Apartment-FOR-Rent-Vaishnodevi-Circle-in-Ahmedabad&id=4d423833313435303939,2.0,852sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹33/sqft,KT Hrishikesh Kishor Park,,East,3.0,Less than 5 years,"₹56, 000","SG Highway, Near Nirma Univercity, Near KD Hospital, Vaishnodevi Circle",Ceramic Tiles,Main Road,Less than 5 years,24 Hours Available,No/Rare Powercut,₹ 33.0 Lac - ₹ 33.5 Lac,KT Hrishikesh Realty,Puja Room,"Kids Play Area,Indoor Games Room,Waste Disposal,Security,Gymnasium,Swimming Pool,Power Back Up",,2 BHK Flat,"3 Towers , 165 Units",,12.0,1.0,3.0,1 Covered,,,,,,,,,,,,,
"3 BHK 2260 Sq-ft Flat/Apartment  For Rent in Arista Lifespaces Belvista,","₹75,000","Iscon Ambli Road, Ahmedabad",3.0,3.0,,Immediately,Furnished,"₹75,000","Iscon Ambli Road, Ahmedabad, Iscon Ambli Road, Ahmedabad - Central, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-2260-Sq-ft-Multistorey-Apartment-FOR-Rent-Iscon-Ambli-Road-in-Ahmedabad&id=4d423833353739373837,,1450sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹52/sqft,Arista Lifespaces Belvista,4(Out of 5 Floors),East,4.0,,₹1.5 Lac,"Iscon Ambli Road, Ahmedebad, Gujarat","Ceramic Tiles, Granite, Marble, Marbonite, Normal Tiles/Kotah Stone, Vitrified, Wooden","Garden/Park, Main Road",Less than 5 years,24 Hours Available,No/Rare Powercut,₹ 2.34 Cr - ₹ 2.64 Cr,Arista Lifespaces,"Puja Room, Study, Store","Activity Deck4,Kids Play Area,Indoor Games Room,CCTV Camera,Earth quake resistant,Waste Disposal,Maintenance Staff,Visitor Parking,Air Conditioned,Vaastu Compliant,Water Storage,Security,Reserved Parking,Park,Gymnasium,Rain Water Harvesting,Lift,Power Back Up",,3 BHK Flat,"2 Towers , 56 Units",1.0,5.0,1.0,4.0,,,,,,,,,,,,,,
