Title,Rental_Price,Location,Beds,Baths,Balcony,Carpet Area,Developer,Project,Floor,Status,Facing,Furnished Status,Age Of Construction,Rental Value,Address,Landmarks,Furnishing,Flooring,Overlooking,Age of Construction,Amenities,Price,Price per sqft,Configuration,Tower & Unit,link,Super Built-up Area,Security Deposit,Balconies,Covered Parking,Additional Rooms,Lift,Car parking,Water Availability,Status of Electricity,Floors allowed for construction,Bed,Bath,Lifts,Unit,Tower,Authority Approval,Type of Ownership,RERA ID,Plot Area,No of Open Sides,Any Construction done,Boundary Wall,Transaction Type,Additional Features,Approved,Floors allowed,Floor allowed
2 BHK Residential House  For Rent,"₹25,000","HBR Layout, Bangalore",2.0,2.0,,,,,,Immediately,,Unfurnished,,"₹25,000","HBR Layout, Bangalore - North, Karnataka",,Unfurnished,,,,,,,,,https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Residential-House-FOR-Rent-HBR-Layout-in-Bangalore&id=4d423638393338333237,1200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹21/sqft,,,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK Flat 1541 Sq-ft For Rent in Virtue Sree Urban Pinnacle,","₹40,000","Thanisandra Main Road, Bangalore",3.0,2.0,,1541sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹26/sqft,Virtue Infrastructures,Virtue Sree Urban Pinnacle,1(Out of 5 Floors),Immediately,,Semi-Furnished,New Construction,"₹40,000|₹4,000Monthly Maintenance","Akravarthy Layout, Sampigegalli, Thanisandra Main Road, Bangalore - North, Karnataka",,Semi-Furnished,,,New Construction,"Badminton court,Cricket net practice,Half basketball court,Sewage treatment plant,Fire Fighting Equipment,Outdoor Tennis Courts,Kids Play Pool With Water Slides,Library,Kids play area,CCTV Camera,Jogging and Strolling Track,RO Water System,Park,Gymnasium,Swimming Pool,Rain Water Harvesting,Lift,Power Back Up",₹ 74.4 Lac - ₹ 1.07 Cr,,,"4 Towers , 160 Units",https://www.magicbricks.com/propertyDetails/3-BHK-1541-Sq-ft-Multistorey-Apartment-FOR-Rent-Thanisandra-Main-Road-in-Bangalore&id=4d423832383039303733,,₹1.8 Lac,2.0,,"Puja Room, Store",,,,,,,,,,,,,,,,,,,,,,
"3 BHK 2060 Sq-ft Flat/Apartment  For Rent in Anaa Signature,",₹1.2 Lac,"ST Bed Extension, Bangalore",3.0,3.0,,1540sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹78/sqft,Anaa Infra,Anaa Signature,8(Out of 11 Floors),Immediately,North,Semi-Furnished,,"₹1.2 Lac|₹8,700Monthly Maintenance","Koramangala, Bangalore, ST Bed Extension, Bangalore - East, Karnataka","Next Pinwe wood flats, next mantri classsic  flats, nea rto Vipro park",Semi-Furnished,Marble,Garden/Park,Less than 5 years,,₹ 2.18 Cr - ₹ 2.99 Cr,"₹ 13,286 - ₹ 16,000","2, 3 BHK Flats",,https://www.magicbricks.com/propertyDetails/3-BHK-2060-Sq-ft-Multistorey-Apartment-FOR-Rent-ST-Bed-Extension-in-Bangalore&id=4d423832383039343337,,₹6.5 Lac,3.0,1.0,None of these,2.0,1 Covered,24 Hours Available,No/Rare Powercut,12.0,,,2.0,,,,,,,,,,,,,,
1 BHK  450 Sq-ft For Rent in,"₹5,600","Sree Lakshi venkateshwara nilaya, Bangalore",,,1.0,400sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹14/sqft,,,,Immediately,,Semi-Furnished,Less than 5 years,"₹5,600","Sree Lakshmi venkateshwara nilaya, Vinayaka layout, S Bingipura, Bettadasanapura, Neeladri road, Electronic city phase-1 Bangalore, Bangalore, Karnataka",,Semi-Furnished,,,Less than 5 years,,,,,,https://www.magicbricks.com/propertyDetails/1-BHK-450-Sq-ft-Residential-House-FOR-Rent-in-Bangalore&id=4d423632393236323231,,"₹25, 000",,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
"1 BHK Flat 680 Sq-ft For Rent in Indus Signature,","₹15,000","Indira Nagar, Bangalore",,,1.0,570sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹26/sqft,Indu Group,Indus Signature,4(Out of 11 Floors),Immediately,East,Furnished,Less than 5 years,"₹15,000|₹3,000Monthly Maintenance","Indiranagar, Indira Nagar, Bangalore - East, Karnataka",,Furnished,,,Less than 5 years,"Jogging and Strolling Track,Laundry Service,Waste Disposal,Maintenance Staff,Vaastu Compliant,Private Terrace/Garden,Reserved Parking,Park,Gymnasium,Swimming Pool,Rain Water Harvesting,Lift,Power Back Up",₹ 1.11 Cr - ₹ 2.06 Cr,,1 BHK Flat,"3 Towers , 350 Units",https://www.magicbricks.com/propertyDetails/1-BHK-680-Sq-ft-Multistorey-Apartment-FOR-Rent-Indira-Nagar-in-Bangalore&id=4d423833303133373037,,"₹30, 000",,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
"3 BHK 1844 Sq-ft Flat/Apartment  For Rent in Sobha Arena,","₹68,000","Kanakapura Road, Bangalore",3.0,3.0,,1350sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹50/sqft,SOBHA Limited,Sobha Arena,11(Out of 18 Floors),Immediately,West,Semi-Furnished,New Construction,"₹68,000","Pebble court, Kanakapura Road, Bangalore - South, Karnataka",,Semi-Furnished,,Garden/Park,New Construction,"Fire Fighting Equipment,Cycling & Jogging Track,Multipurpose Courts,Meditation Area,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Event Space & Amphitheatre,Dance Studio,Bank & ATM,Canopy Walk,AEROBICS ROOM,Outdoor Tennis Courts,Jogging and Strolling Track,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,DTH Television Facility,Laundry Service,Waste Disposal,Maintenance Staff,Visitor Parking,Service/Goods Lift,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 1.77 Cr - ₹ 2.79 Cr,"₹ 9,000 - ₹ 9,929",2 BHK Flats,"4 Towers , 657 Units",https://www.magicbricks.com/propertyDetails/3-BHK-1844-Sq-ft-Multistorey-Apartment-FOR-Rent-Kanakapura-Road-in-Bangalore&id=4d423833313438383139,,,3.0,,Servant Room,,,,,,,,,,,,,,,,,,,,,,
3 BHK  2000 Sq-ft For Rent in,"₹35,000","Thanisandra Main Road, Bangalore",3.0,4.0,,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹35/sqft,,,,Immediately,North,Semi-Furnished,New Construction,"₹35,000","Thanisandra Main Road, Bangalore - North, Karnataka",Shoba dreams garden Apartment.,Semi-Furnished,,Main Road,New Construction,,,,,,https://www.magicbricks.com/propertyDetails/3-BHK-2000-Sq-ft-Villa-FOR-Rent-Thanisandra-Main-Road-in-Bangalore&id=4d423831343336313735,,₹2.0 Lac,2.0,,,,,,,,,,,,,,,,,,,,,,,,
3 BHK 2400 Sq-ft Flat/Apartment  For Rent in,"₹65,000","Block 6th Koramangala, Bangalore",3.0,3.0,,2300sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹28/sqft,,,2(Out of 3 Floors),Immediately,South,Semi-Furnished,5 to 10 years,"₹65,000","212, 4Th Cross, 6Th Block, Koramangala, Near Bethany High School, Banglore, Block 6th Koramangala, Bangalore - South, Karnataka",The Property is Close to Bethany High School.,Semi-Furnished,Granite,,5 to 10 years,,,,,,https://www.magicbricks.com/propertyDetails/3-BHK-2400-Sq-ft-Multistorey-Apartment-FOR-Rent-Koramangala-Block-6-in-Bangalore&id=4d423632393433323537,,₹5.0 Lac,3.0,,Puja Room,,1 Open,24 Hours Available,No/Rare Powercut,,,,,,,,,,,,,,,,,,
3 BHK 1430 Sq-ft Flat/Apartment  For Rent in,"₹60,000","Junnasandra, Bangalore",3.0,2.0,1.0,1100sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹55/sqft,,,1(Out of 4 Floors),Immediately,,Semi-Furnished,New Construction,"₹60,000","The Courtyard by Essem18, Junnasandra, Junnasandra, Bangalore - South, Karnataka",,Semi-Furnished,Vitrified,Main Road,New Construction,,,,,,https://www.magicbricks.com/propertyDetails/3-BHK-1430-Sq-ft-Multistorey-Apartment-FOR-Rent-Junnasandra-in-Bangalore&id=4d423831393238323739,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 BHK Flat 750 Sq-ft For Rent in,"₹45,000","Indira Nagar, Bangalore",,2.0,1.0,600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹75/sqft,,,2(Out of 5 Floors),Immediately,East,Semi-Furnished,Less than 5 years,"₹45,000","Indira Nagar, Bangalore - East, Karnataka",near to metro metion,Semi-Furnished,Vitrified,"Garden/Park, Main Road",Less than 5 years,,,,,,https://www.magicbricks.com/propertyDetails/1-BHK-750-Sq-ft-Multistorey-Apartment-FOR-Rent-Indira-Nagar-in-Bangalore&id=4d423833303133353337,,₹2.0 Lac,,,None of these,2.0,,24 Hours Available,No/Rare Powercut,5.0,1.0,,2.0,,,,,,,,,,,,,,
2 BHK  800 Sq-ft For Rent in,"₹26,000","BTM Layout Stage 2, Bangalore, Bangalore",2.0,2.0,,,,,1(Out of 2 Floors),Immediately,,Semi-Furnished,,"₹26,000","Bangalore, Karnataka",,Semi-Furnished,,,,,,,,,https://www.magicbricks.com/propertyDetails/2-BHK-800-Sq-ft-Residential-House-FOR-Rent-in-Bangalore&id=4d423833323830393431,800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹32/sqft,,,,,,,,,,,,,,,,,,,,,,,,,,
"2 BHK Flat 1200 Sq-ft For Rent in Sri Aditya Nivas,",Call for Rent,"Kalkere, Bangalore",2.0,2.0,,1090sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham,,Sri Aditya Nivas,3(Out of 5 Floors),Immediately,West,Semi-Furnished,Less than 5 years,,"Kalkere, Bangalore - East, Karnataka",,Semi-Furnished,,,Less than 5 years,,₹ 91.8 Lac - ₹ 1.12 Cr,,,,https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Rent-Kalkere-in-Bangalore&id=4d423638393331393039,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK 1900 Sq-ft Flat/Apartment  For Rent in Puravankara Purva Fairmont,","₹78,000","HSR Layout, Bangalore",3.0,3.0,,,Puravankara Ltd.,Puravankara Purva Fairmont,2(Out of 4 Floors),Immediately,East,Semi-Furnished,Less than 5 years,"₹78,000","HSR Layout, Bangalore - South, Karnataka",Hsr Layout 2 nd sector  flat for rent good location 3 bedroom and 3 bathroom two balcony with car parking,Semi-Furnished,"Vitrified, Wooden, Marble","Main Road, Garden/Park, Pool",Less than 5 years,"Jogging and Strolling Track,Cafeteria/Food Court,DTH Television Facility,Laundry Service,Waste Disposal,Maintenance Staff,Visitor Parking,Service/Goods Lift,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 1.50 Cr - ₹ 1.81 Cr,,"2, 3 BHK Flat","22 Towers , 320 Units",https://www.magicbricks.com/propertyDetails/3-BHK-1900-Sq-ft-Multistorey-Apartment-FOR-Rent-HSR-Layout-in-Bangalore&id=4d423833323831313333,1900sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹41/sqft,,2.0,,Store,,,,,,,,,,,,,,,,,,,,,,
"2 BHK 1110 Sq-ft Flat/Apartment  For Rent in Brigade Meadows,","₹25,000","Kanakapura Road, Bangalore",2.0,2.0,1.0,800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹31/sqft,Brigade Enterprises Ltd.,Brigade Meadows,3(Out of 3 Floors),Immediately,East,Unfurnished,5 to 10 years,"₹25,000|₹2,500Monthly Maintenance","Kanakapura Road, Bangalore, Kanakapura Road, Bangalore - South, Karnataka",kANAKPURA MAIN ROAD,Unfurnished,Vitrified,Garden/Park,5 to 10 years,"Kids Play Area,Indoor Games Room,Jogging and Strolling Track,Banquet Hall,Park,Swimming Pool,Club House",₹ 59.9 Lac - ₹ 1.35 Cr,,3 BHK Flats,"40 Towers , 1035 Units",https://www.magicbricks.com/propertyDetails/2-BHK-1110-Sq-ft-Multistorey-Apartment-FOR-Rent-Kanakapura-Road-in-Bangalore&id=4d423637343732333239,,₹1.0 Lac,,,Puja Room,,,,,,,,,,,,,,,,,,,,,,
"3 BHK Flat 1700 Sq-ft For Rent in Mahaveer Sitara,","₹85,000","JP Nagar, Bangalore",3.0,3.0,,120sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹708/sqft,Mahaveer Group,Mahaveer Sitara,8(Out of 12 Floors),Immediately,,Semi-Furnished,New Construction,"₹85,000","JP Nagar, Bangalore - South, Karnataka",,Semi-Furnished,,,New Construction,"Badminton court,Indoor Games Room,Library,Kids play area,Multipurpose Hall,Grand Entrance lobby,3 Tier Security System,Large Clubhouse,Infinity Swimming Pool,Jogging and Strolling Track,Visitor Parking,Security,Park,Gymnasium,Rain Water Harvesting,Lift",₹ 1.64 Cr - ₹ 2.80 Cr,"₹ 10,948 - ₹ 12,000","2, 3, 4 BHK Flats","4 Towers , 217 Units",https://www.magicbricks.com/propertyDetails/3-BHK-1700-Sq-ft-Multistorey-Apartment-FOR-Rent-JP-Nagar-in-Bangalore&id=4d423734323533363639,,₹9.6 Lac,2.0,,,,,,,,,,,,,,,,,,,,,,,,
3 BHK  2000 Sq-ft For Rent in,"₹75,000","Malleswaram, Bangalore",3.0,3.0,,,,,2(Out of 3 Floors),Immediately,,Furnished,,"₹75,000","Bangalore, Karnataka",,Furnished,,,,,,,,,https://www.magicbricks.com/propertyDetails/3-BHK-2000-Sq-ft-Residential-House-FOR-Rent-Malleswaram-in-Bangalore&id=4d423638373637363537,2000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹38/sqft,,,,,,,,,,,,,,,,,,,,,,,,,,
3 BHK Builder Floor 1700 Sq-ft For Rent in,"₹60,000","Doddanekundi, Bangalore",3.0,2.0,,,,,Ground(Out of 5 Floors),Immediately,,Furnished,,"₹60,000","Doddanekundi, Bangalore - Central, Karnataka",,Furnished,,,,,,,,,https://www.magicbricks.com/propertyDetails/3-BHK-1700-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Doddanekundi-in-Bangalore&id=4d423731383830373935,1700sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹35/sqft,,,,,,,,,,,,,,,,,,,,,,,,,,
"4 BHK  2300 Sq-ft For Rent in Saiven Marble Arch,","₹45,000","Chambenahalli, Bangalore",4.0,4.0,,2000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹23/sqft,,,,Immediately,North - West,Semi-Furnished,5 to 10 years,"₹45,000|₹6,000Monthly Maintenance","22., Chambenahalli, Bangalore - East, Karnataka","In the lane diagonally opp. To ISME College on Sarjapur road, 1.7 km f",Semi-Furnished,"Vitrified, Wooden",Garden/Park,5 to 10 years,"Fire Fighting Equipment,Kids Play Area,Kids Club,Flower Gardens,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Power Back Up",₹ 1.57 Cr - ₹ 1.92 Cr,,,"27 Towers , 27 Units",https://www.magicbricks.com/propertyDetails/4-BHK-2300-Sq-ft-Villa-FOR-Rent-Chambenahalli-in-Bangalore&id=4d423732303130323939,,₹2.5 Lac,4.0,1.0,Puja Room,,1 Covered,24 Hours Available,No/Rare Powercut,,,,,,,,,,,,,,,,,,
2 BHK 900 Sq-ft Flat/Apartment  For Rent in,"₹35,000","RT Nagar, Bangalore",2.0,2.0,,,,,3(Out of 4 Floors),Immediately,,Unfurnished,,"₹35,000","RT Nagar, Bangalore - Central, Karnataka",,Unfurnished,,,,,,,,,https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Multistorey-Apartment-FOR-Rent-RT-Nagar-in-Bangalore&id=4d423833343931383137,900sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹39/sqft,,,,,,,,,,,,,,,,,,,,,,,,,,
3 BHK Residential House  For Rent,"₹80,000","HSR Layout, Bangalore",3.0,3.0,,,,,,Immediately,,Semi-Furnished,,"₹80,000","HSR Layout, Bangalore - South, Karnataka",,Semi-Furnished,,,,,,,,,https://www.magicbricks.com/propertyDetails/3-BHK-2800-Sq-ft-Residential-House-FOR-Rent-HSR-Layout-in-Bangalore&id=4d423732303039383437,2800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹29/sqft,,,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK Residential House  For Rent,"₹46,000","Koti Hosahalli, Bangalore",2.0,2.0,1.0,,,,,Immediately,,Semi-Furnished,New Construction,"₹46,000|₹1,000Monthly Maintenance","Koti Hosahalli, Bangalore - North, Karnataka",,Semi-Furnished,,,New Construction,,,,,,https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Residential-House-FOR-Rent-Koti-Hosahalli-in-Bangalore&id=4d423734323533383933,900sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹51/sqft,₹1.5 Lac,,,,,,,,,,,,,,,,,,,,,,,,,
"2 BHK Flat 1135 Sq-ft For Rent in SJR Parkway Homes,","₹39,600","Sarjapur Road, Bangalore",2.0,2.0,,,SJR Prime Corporation Pvt. Ltd.,SJR Parkway Homes,Ground(Out of 14 Floors),Immediately,,Semi-Furnished,,"₹39,600","Sarjapur Road, Bangalore - South, Karnataka",,Semi-Furnished,,,,"Fire Fighting Equipment,Cycling & Jogging Track,Outdoor Tennis Courts,Multipurpose Courts,Library And Business Centre,Kids Play Area,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Event Space & Amphitheatre,Barbeque Pit,Earth quake resistant,Jogging and Strolling Track,Waste Disposal,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Rain Water Harvesting,Lift,Power Back Up",₹ 94.0 Lac - ₹ 1.64 Cr,,"2, 3 BHK Flat","7 Towers , 810 Units",https://www.magicbricks.com/propertyDetails/2-BHK-1135-Sq-ft-Multistorey-Apartment-FOR-Rent-Sarjapur-Road-in-Bangalore&id=4d423831343038353431,1135sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹35/sqft,,,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK Flat 850 Sq-ft For Rent in,"₹30,000","Manyata Ambhrinyi layout, sonnenahalli, k r puram, Bangalore",2.0,2.0,1.0,750sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹40/sqft,,,4(Out of 4 Floors),,North,Semi-Furnished,New Construction,"₹30,000","Saptha Attalika, Bangalore, Karnataka","hanuman temple road, opp to Sree Adithya apartment",Semi-Furnished,,Main Road,New Construction,,,,,,https://www.magicbricks.com/propertyDetails/2-BHK-850-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Bangalore&id=4d423833323830393339,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
"2 BHK Flat 1400 Sq-ft For Rent in SMR Vinay Gateway,","₹28,000","Subhash Nagar, Bangalore",2.0,2.0,,1320sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹21/sqft,SMR Blue Valley Projects Private Limited,SMR Vinay Gateway,Ground(Out of 12 Floors),Immediately,East,Semi-Furnished,,"₹28,000|₹3,500Monthly Maintenance","Nagarathna B, Subhash Nagar, Bangalore - West, Karnataka",Decathlon,Semi-Furnished,Vitrified,"Garden/Park, Main Road",New Construction,"Fire Fighting Equipment,Kids Play Area,Indoor Games Room,AEROBICS ROOM,Solar Energy,Multipurpose Hall,Earth quake resistant,Jogging and Strolling Track,Piped Gas,Banquet Hall,DTH Television Facility,Internet/Wi-Fi Connectivity,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Service/Goods Lift,Vaastu Compliant,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Lift,Power Back Up",₹ 1.29 Cr - ₹ 1.67 Cr,,"2, 3 BHK Flat","1 Tower , 185 Units",https://www.magicbricks.com/propertyDetails/2-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Rent-Subhash-Nagar-in-Bangalore&id=4d423832383039323135,,₹2.0 Lac,2.0,2.0,,3.0,2 Covered,24 Hours Available,No/Rare Powercut,1.0,,,3.0,,,,,,,,,,,,,,
2 BHK Residential House  For Rent,"₹16,000","Kodihalli, Bangalore",2.0,,1.0,800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹20/sqft,,,2(Out of 3 Floors),Immediately,,Semi-Furnished,5 to 10 years,"₹16,000","no 3 3rd cross kodihalli near hotel royal orchid bangalore, Kodihalli, Bangalore - Central, Karnataka",,Semi-Furnished,,,5 to 10 years,,,,,,https://www.magicbricks.com/propertyDetails/2-BHK-800-Sq-ft-Residential-House-FOR-Rent-Kodihalli-in-Bangalore&id=4d423334383433323933,,₹1.0 Lac,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1 BHK Residential House  For Rent,₹5.5 Lac,"Seegehalli KR Puram, Bangalore",,,1.0,"500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹1,100/sqft",,,,Immediately,East,Semi-Furnished,Less than 5 years,₹5.5 Lac,"Seegehalli KR Puram, Bangalore - East, Karnataka",Hanuman temple,Semi-Furnished,,,Less than 5 years,,,,,,https://www.magicbricks.com/propertyDetails/1-BHK-600-Sq-ft-Residential-House-FOR-Rent-Seegehalli-K-R-Puram-in-Bangalore&id=4d423830373330353431,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
"4 BHK  1800 Sq-ft For Rent in Banjara Layout,","₹65,000","Horamavu, Bangalore",4.0,5.0,,,,,,Immediately,North,Furnished,Less than 5 years,"₹65,000","green garden phase 2 hormavu banjara layout, Horamavu, Bangalore - East, Karnataka",green garden phase 2,Furnished,"Vitrified, Wooden, Marble, Granite",Garden/Park,Less than 5 years,,₹ 1.05 Cr - ₹ 1.20 Cr,,,,https://www.magicbricks.com/propertyDetails/4-BHK-1800-Sq-ft-Villa-FOR-Rent-Horamavu-in-Bangalore&id=4d423738383930313639,1800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹36/sqft,₹5.0 Lac,3.0,1.0,"Study, Store",,"1 Covered, 1 Open",24 Hours Available,No/Rare Powercut,,,,,,,,,,,,,,,,,,
"1 BHK Flat 650 Sq-ft For Rent in Sobha Dream Acres,","₹34,500","Panathur, Bangalore",,,1.0,,SOBHA Limited,Sobha Dream Acres,8(Out of 13 Floors),Immediately,West,Semi-Furnished,5 to 10 years,"₹34,500|₹2,700Monthly Maintenance","Panathur, Bangalore - East, Karnataka",,Semi-Furnished,,"Pool, Garden/Park",5 to 10 years,"Fire Fighting Equipment,Cycling & Jogging Track,Activity Deck4,Retail Boulevard (Retail Shops),Rentable Community Space,Recreational Pool,Outdoor Tennis Courts,Multipurpose Courts,Meditation Area,Library And Business Centre,Kids Play Pool With Water Slides,Kids Play Area,Kids Club,Indoor Squash & Badminton Courts,Indoor Games Room,Guest Accommodation,Flower Gardens,Event Space & Amphitheatre,Early Learning Centre,Dance Studio,Concierge Services,Bank & ATM,Coffee Lounge & Restaurants,Canopy Walk,Barbeque Pit,Arts & Craft Studio,AEROBICS ROOM,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 1.29 Cr - ₹ 1.30 Cr,"₹ 5,892 - ₹ 20,661",2 BHK Flats,"28 Towers , 6500 Units",https://www.magicbricks.com/propertyDetails/1-BHK-650-Sq-ft-Multistorey-Apartment-FOR-Rent-Panathur-in-Bangalore&id=4d423833323830383937,650sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹53/sqft,₹1.3 Lac,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
"3 BHK Flat 1200 Sq-ft For Rent in Purvi Plaza,",Call for Rent,"Cottonpete, Bangalore",3.0,2.0,1.0,1100sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham,,Purvi Plaza,1(Out of 5 Floors),Immediately,North,Furnished,New Construction,,"No.259 conttonpette main road shubhash nagar Karnataka Bangalore 560053, Cottonpete, Bangalore - Central, Karnataka",aralegudi basaweshwara swamy temple,Furnished,,Main Road,New Construction,,Call For Price,,,,https://www.magicbricks.com/propertyDetails/3-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Rent-Cottonpete-in-Bangalore&id=4d423638393238393137,,,,,Study,,,,,,,,,,,,,,,,,,,,,,
1 BHK Residential House  For Rent,"₹7,000","Thigalarapalya, Bangalore",,,,,,,1(Out of 2 Floors),Immediately,,Semi-Furnished,,"₹7,000","Thigalarapalya, Bangalore - East, Karnataka",,Semi-Furnished,,,,,,,,,https://www.magicbricks.com/propertyDetails/1-BHK-500-Sq-ft-Residential-House-FOR-Rent-Thigalarapalya-in-Bangalore&id=4d423632353938353739,500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹14/sqft,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
